save path : ./save/vanilla_lenet_mnist
{'arch': 'lenet_5', 'attack_sample_size': 32, 'clustering': False, 'data_path': '/media/hamid/ali/RESEARCH/BFA-master/data/mnist', 'dataset': 'mnist', 'decay': 0.0001, 'enable_bfa': False, 'epochs': 10, 'evaluate': False, 'fine_tune': False, 'gammas': [0.1, 0.1], 'gpu_id': 0, 'k_top': None, 'lambda_coeff': 0.001, 'learning_rate': 0.001, 'manualSeed': 3762, 'model_only': False, 'momentum': 0.9, 'n_iter': 20, 'ngpu': 0, 'optimizer': 'Adam', 'print_freq': 100, 'quan_bitwidth': None, 'random_bfa': False, 'reset_weight': False, 'resume': '', 'save_path': './save/vanilla_lenet_mnist', 'schedule': [80, 120], 'start_epoch': 0, 'test_batch_size': 32, 'use_cuda': False, 'workers': 1}
Random Seed: 3762
python version : 3.7.6 (default, Jan  8 2020, 19:59:22)  [GCC 7.3.0]
torch  version : 1.7.0+cpu
cudnn  version : None
=> creating model 'lenet_5'
=> network :
 LeNet5(
  (features): Sequential(
    (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))
    (1): Tanh()
    (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
    (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
    (4): Tanh()
    (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
    (6): Conv2d(16, 120, kernel_size=(5, 5), stride=(1, 1))
    (7): Tanh()
  )
  (classifier): Sequential(
    (0): Linear(in_features=120, out_features=84, bias=True)
    (1): Tanh()
    (2): Linear(in_features=84, out_features=10, bias=True)
  )
)
=> do not use any checkpoint for lenet_5 model

==>>[2020-12-25 15:55:51] [Epoch=000/010] [Need: 00:00:00] [LR=0.0010][M=0.90] [Best : Accuracy=0.00, Error=100.00]
  Epoch: [000][000/1875]   Time 0.060 (0.060)   Data 0.027 (0.027)   Loss 2.3094 (2.3094)   Prec@1 18.750 (18.750)   Prec@5 40.625 (40.625)   [2020-12-25 15:55:51]
  Epoch: [000][100/1875]   Time 0.016 (0.017)   Data 0.001 (0.002)   Loss 0.3620 (1.0597)   Prec@1 87.500 (70.421)   Prec@5 100.000 (94.709)   [2020-12-25 15:55:52]
  Epoch: [000][200/1875]   Time 0.015 (0.017)   Data 0.001 (0.001)   Loss 0.3655 (0.7461)   Prec@1 90.625 (78.825)   Prec@5 96.875 (96.844)   [2020-12-25 15:55:54]
  Epoch: [000][300/1875]   Time 0.016 (0.017)   Data 0.002 (0.001)   Loss 0.2818 (0.6088)   Prec@1 90.625 (82.558)   Prec@5 100.000 (97.695)   [2020-12-25 15:55:56]
  Epoch: [000][400/1875]   Time 0.016 (0.017)   Data 0.001 (0.001)   Loss 0.2919 (0.5330)   Prec@1 93.750 (84.562)   Prec@5 100.000 (98.184)   [2020-12-25 15:55:57]
  Epoch: [000][500/1875]   Time 0.016 (0.017)   Data 0.001 (0.001)   Loss 0.2438 (0.4835)   Prec@1 93.750 (85.891)   Prec@5 100.000 (98.478)   [2020-12-25 15:55:59]
  Epoch: [000][600/1875]   Time 0.015 (0.017)   Data 0.001 (0.001)   Loss 0.0988 (0.4398)   Prec@1 96.875 (87.079)   Prec@5 100.000 (98.700)   [2020-12-25 15:56:01]
  Epoch: [000][700/1875]   Time 0.015 (0.016)   Data 0.001 (0.001)   Loss 0.2564 (0.4063)   Prec@1 87.500 (88.044)   Prec@5 100.000 (98.854)   [2020-12-25 15:56:02]
  Epoch: [000][800/1875]   Time 0.015 (0.016)   Data 0.001 (0.001)   Loss 0.2474 (0.3820)   Prec@1 93.750 (88.745)   Prec@5 100.000 (98.954)   [2020-12-25 15:56:04]
  Epoch: [000][900/1875]   Time 0.018 (0.016)   Data 0.001 (0.001)   Loss 0.0767 (0.3595)   Prec@1 96.875 (89.338)   Prec@5 100.000 (99.053)   [2020-12-25 15:56:05]
  Epoch: [000][1000/1875]   Time 0.018 (0.016)   Data 0.001 (0.001)   Loss 0.1712 (0.3419)   Prec@1 96.875 (89.882)   Prec@5 100.000 (99.104)   [2020-12-25 15:56:07]
