top-1 output,BFA iteration
[1 4 0 5 1 1 6 6 6 4 1 9 1 0 1 1 1 9 1 1 6 0 1 0 1 4 1 6 1 9 6 9],90
[9 1 1 1 9 1 0 1 1 1 1 1 5 1 1 1 5 4 1 0 1 1 6 6 4 1 1 1 6 6 5 1],90
[0 1 1 1 5 1 5 4 1 9 1 0 4 0 1 0 0 1 5 1 1 9 6 1 1 1 1 5 1 1 1 1],90
[1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 1 9 1 9 0 1 1 4 1 5 6 1 1 5 4 6 6],90
[1 9 6 1 1 1 1 1 1 5 1 1 5 1 0 9 1 1 1 1 1 0 5 1 1 7 4 1 1 9 0 0],90
[9 1 1 6 6 5 4 5 1 9 0 4 1 6 1 1 5 1 0 1 1 1 1 1 1 7 6 6 1 5 6 1],90
[1 9 9 1 9 7 1 1 4 1 1 4 4 5 1 4 6 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1],90
[6 1 0 1 0 1 1 5 1 9 1 1 1 1 4 4 1 0 1 1 1 1 4 1 5 1 1 1 1 1 4 1],90
[5 6 1 1 5 5 1 1 6 6 1 1 0 1 5 1 0 6 6 5 1 6 6 1 6 9 1 1 1 5 6 1],90
[1 1 1 6 1 1 1 1 1 1 1 1 1 1 1 9 9 1 5 1 5 1 1 9 5 1 1 1 4 1 0 4],90
[1 1 1 5 5 1 0 6 1 5 1 4 4 5 9 6 0 1 4 6 1 1 0 9 1 1 4 1 0 1 1 1],90
[6 1 1 1 1 1 1 0 1 1 1 1 1 1 6 7 0 0 9 9 9 1 1 1 5 0 0 1 9 4 6 5],90
[1 1 1 6 1 6 6 4 1 0 4 1 1 9 0 1 6 1 1 1 5 1 6 5 1 1 1 1 1 1 0 1],90
[4 1 0 9 1 1 1 5 1 1 6 6 1 1 4 1 0 0 9 4 1 4 1 1 0 0 1 1 1 0 1 0],90
[6 6 1 1 0 1 1 7 0 1 1 5 1 1 1 1 1 0 1 1 0 1 4 1 0 1 1 1 1 1 1 9],90
[4 1 1 7 1 0 1 5 1 1 1 5 1 1 1 0 1 7 9 1 5 1 6 0 5 1 6 6 6 6 1 1],90
[4 0 6 6 6 4 1 1 4 1 1 5 1 6 0 1 1 6 1 1 0 1 1 1 4 6 1 1 6 4 6 6],90
[1 1 1 1 1 0 1 6 4 1 0 4 1 1 1 5 1 5 4 1 9 6 1 1 0 1 1 5 5 1 1 1],90
[1 4 6 9 1 1 1 1 9 1 1 0 1 1 1 1 1 1 0 4 6 1 0 4 1 1 1 1 4 1 1 1],90
[1 1 1 1 9 1 0 1 5 5 6 1 1 1 1 4 5 4 0 1 1 1 1 6 6 1 1 1 1 1 1 1],90
[4 1 1 5 6 0 6 1 1 1 1 5 5 1 1 4 1 6 1 4 1 4 5 0 1 1 1 6 9 5 1 1],90
[5 1 1 1 4 6 1 4 5 9 1 1 1 4 1 0 1 0 1 4 1 1 6 1 1 1 1 1 9 6 6 1],90
[1 1 1 6 6 1 6 1 6 1 1 6 1 1 1 1 7 1 6 5 1 1 1 1 1 1 1 1 0 1 1 1],90
[0 1 1 1 0 5 1 1 5 6 1 1 5 0 1 5 1 1 1 9 1 1 1 1 1 1 1 1 5 1 4 4],90
[9 1 1 1 1 1 1 1 1 0 1 9 1 6 1 1 9 4 1 5 1 1 0 4 1 1 0 6 0 1 5 1],90
[9 1 6 9 1 9 1 1 1 1 1 1 4 8 1 0 0 1 9 9 1 1 1 4 1 1 1 6 6 1 6 1],90
[1 4 6 1 1 5 4 9 1 4 1 1 1 1 0 0 4 1 1 1 4 9 1 1 1 9 6 6 1 0 1 1],90
[1 1 1 0 1 4 1 1 0 1 9 1 0 1 1 1 1 5 0 1 1 1 6 1 1 1 1 4 1 1 4 5],90
[9 1 1 1 1 1 5 4 1 1 6 1 1 1 1 1 1 6 0 0 4 6 1 1 0 1 0 1 1 9 4 1],90
[1 0 0 4 0 1 1 1 1 1 9 1 5 0 4 1 1 4 1 6 4 1 0 1 6 4 4 1 1 1 9 1],90
[1 1 1 5 4 9 4 1 6 1 1 1 0 1 1 1 1 0 1 1 0 1 1 5 1 0 1 6 1 0 1 5],90
[1 9 5 6 1 4 1 1 1 1 1 6 1 1 4 0 5 1 1 1 1 4 1 6 6 5 4 1 6 9 0 6],90
[4 1 1 4 1 9 5 1 1 1 0 1 1 1 0 1 5 1 4 0 1 1 4 1 1 1 5 1 6 1 0 1],90
[1 9 4 1 4 1 1 0 6 1 7 6 9 4 1 1 4 1 5 6 6 4 1 1 6 9 4 1 1 6 1 1],90
[4 1 1 1 1 0 1 9 1 1 9 1 1 9 1 1 0 1 1 1 0 1 0 1 9 1 5 1 0 6 0 1],90
[9 6 1 5 1 1 1 9 5 1 6 4 0 1 5 1 1 1 4 4 0 0 1 1 1 4 1 1 0 1 0 6],90
[1 4 6 5 1 1 1 1 1 6 1 1 1 1 6 1 0 1 1 0 1 9 1 1 9 1 1 6 1 9 0 1],90
[1 1 6 1 1 1 1 0 1 5 6 1 1 1 1 1 1 1 1 0 4 9 1 5 6 6 7 6 1 1 4 1],90
[4 1 1 6 1 1 4 1 1 1 9 1 0 1 1 1 1 0 1 1 1 1 1 4 9 4 1 4 9 1 1 1],90
[1 6 0 1 1 6 9 1 6 1 1 5 1 5 1 1 9 4 1 1 1 1 1 9 1 6 1 9 0 6 6 1],90
[1 4 1 4 1 1 0 4 1 1 1 1 1 1 0 1 9 4 6 1 1 1 6 1 4 5 4 1 1 6 1 1],90
[1 4 1 1 1 1 1 4 6 1 1 4 1 1 7 1 4 1 1 1 5 4 0 1 5 1 0 9 1 4 1 1],90
[1 1 0 5 1 1 1 1 6 0 0 1 6 1 9 5 1 1 1 1 1 1 9 6 1 0 1 0 9 1 6 4],90
[1 1 1 4 9 0 0 0 7 1 1 6 1 1 1 1 1 1 1 6 1 5 1 6 1 1 5 1 1 9 1 1],90
[1 1 1 1 4 1 4 0 5 1 5 0 6 1 0 1 1 1 4 4 4 1 9 1 1 1 1 0 9 4 4 1],90
[1 4 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 9 1 1 6 1 4 1 0 9 1 1 1 1 1 1],90
[1 1 1 4 4 5 5 1 1 1 4 0 1 1 1 4 5 1 6 1 1 1 1 1 1 1 1 4 1 1 1 1],90
[1 4 4 1 1 1 6 1 0 1 1 9 6 1 1 1 1 1 4 0 1 0 1 1 1 1 1 4 1 9 1 1],90
[1 1 1 1 1 0 1 6 4 1 6 1 1 1 1 1 5 1 1 1 1 9 1 1 0 1 1 1 1 9 1 1],90
[6 9 1 1 1 1 0 6 4 0 0 1 1 1 1 1 9 1 1 1 4 1 1 1 9 4 1 5 5 1 1 1],90
