top-1 output,BFA iteration
[1 5 0 1 6 0 1 6 6 9 6 1 1 1 9 0 1 1 1 1 1 0 0 1 1 1 4 1 1 5 1 1],91
[1 5 1 9 1 9 9 1 1 0 1 6 1 1 1 1 1 1 1 1 6 1 1 1 1 1 1 6 1 1 1 1],91
[1 1 9 1 4 4 1 1 1 1 0 0 0 1 1 1 4 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0],91
[1 1 1 1 6 9 1 1 1 0 4 1 4 1 1 0 1 1 6 6 5 1 5 1 1 1 1 1 5 6 6 1],91
[1 1 4 1 1 4 4 1 1 1 9 1 6 1 1 9 1 1 1 6 1 1 1 1 1 1 5 1 1 4 6 1],91
[1 0 1 1 6 1 5 9 1 0 1 1 1 1 4 0 1 1 1 9 6 6 4 1 1 4 1 0 1 1 1 0],91
[1 6 9 1 1 1 0 1 5 5 7 1 1 4 5 6 7 1 9 1 1 1 1 5 0 1 1 5 1 9 4 1],91
[1 1 1 4 6 6 1 6 9 1 9 6 1 1 1 5 1 1 4 6 6 1 4 1 1 1 6 1 5 6 1 1],91
[1 9 9 1 4 4 9 1 5 1 5 1 9 1 1 0 1 6 1 1 1 4 5 1 1 1 1 6 0 1 9 1],91
[4 4 6 7 1 1 1 9 1 1 1 0 1 5 5 1 1 1 1 1 1 0 5 6 1 6 1 1 1 1 1 4],91
[1 0 1 0 1 9 1 1 1 1 4 4 1 5 0 1 1 1 1 1 1 1 1 1 1 6 1 1 4 1 0 1],91
[4 4 1 9 1 4 0 6 1 7 0 1 1 4 6 1 1 6 1 1 4 1 4 1 1 4 1 5 1 4 1 1],91
[1 0 5 1 1 1 6 1 1 1 1 1 1 6 6 0 9 9 1 5 0 6 6 1 9 1 1 1 1 1 1 1],91
[1 1 0 9 1 9 1 5 1 5 1 1 0 1 1 4 1 1 1 1 5 1 1 4 5 6 1 1 1 1 1 9],91
[1 1 5 1 5 1 1 1 1 9 5 1 9 6 6 1 1 1 1 1 6 1 1 1 1 1 1 4 1 4 1 1],91
[1 9 1 1 5 4 1 1 4 6 1 0 5 1 6 1 1 0 1 1 9 0 1 1 4 1 6 4 9 4 9 6],91
[1 9 1 1 6 1 1 4 1 6 1 4 4 1 9 5 1 1 0 1 1 1 5 1 6 4 4 6 4 4 1 1],91
[1 1 1 1 1 1 1 0 1 6 1 1 4 1 6 1 0 1 1 1 0 5 1 1 1 1 0 9 6 1 1 5],91
[9 1 4 6 1 1 1 1 1 1 1 4 9 1 6 1 1 1 6 1 1 1 1 1 9 1 1 1 1 1 4 0],91
[1 1 0 1 5 6 5 1 1 0 6 0 1 4 4 1 6 0 1 0 1 0 6 1 0 4 0 1 1 1 6 1],91
