top-1 output,BFA iteration
[1 6 1 6 0 1 1 1 1 1 1 1 1 1 1 4 5 1 1 5 1 5 1 1 1 1 1 6 6 1 6 1],100
[1 1 1 1 1 5 6 1 1 1 6 1 1 1 1 1 1 1 0 0 4 1 1 6 1 1 5 1 1 6 0 1],100
[1 1 1 1 1 6 4 6 1 0 1 4 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 4 1 1 1 1],100
[1 1 1 1 6 1 1 1 1 4 1 1 4 4 0 1 1 1 5 4 1 4 0 1 5 1 1 1 7 0 1 6],100
[1 4 1 6 1 1 4 1 0 1 0 1 9 1 1 1 1 1 1 0 1 1 1 1 1 1 7 1 1 1 1 1],100
[1 7 6 1 1 4 6 1 6 1 1 1 5 0 1 1 0 1 1 1 7 5 1 9 7 5 1 1 0 1 1 1],100
[1 1 7 1 1 4 6 1 1 1 1 4 1 1 1 5 1 1 1 1 0 4 1 1 1 7 1 1 1 1 1 1],100
[1 1 1 1 1 0 1 1 1 1 1 1 1 6 1 5 0 4 0 1 4 1 0 1 1 6 5 1 1 1 4 1],100
[1 1 1 1 9 4 4 1 1 1 1 1 1 1 4 6 1 1 1 1 1 1 0 1 1 1 5 1 1 0 1 1],100
[1 1 1 1 1 1 7 0 1 1 4 1 1 4 1 1 0 1 4 1 1 1 1 1 7 1 6 1 1 1 1 1],100
[5 1 6 1 5 1 1 6 0 5 1 1 1 1 1 0 1 1 4 0 1 0 6 1 1 1 1 5 5 1 1 1],100
[0 1 6 1 1 6 4 1 1 1 1 1 1 0 4 0 4 6 1 1 6 1 1 1 1 1 1 5 1 1 4 1],100
[1 1 1 5 1 6 1 6 1 1 1 1 1 5 1 1 1 1 1 1 7 1 1 1 1 0 1 1 1 1 1 1],100
[1 6 1 4 1 1 1 1 5 1 1 1 1 0 1 1 1 4 1 1 1 1 1 1 1 1 0 1 1 1 1 1],100
[1 5 1 1 6 5 1 1 1 1 1 1 5 0 1 0 1 6 1 6 1 6 1 1 5 1 1 1 1 1 1 0],100
[1 1 6 1 1 1 1 1 1 1 1 4 1 6 1 1 0 0 1 1 1 5 1 1 0 1 1 1 1 1 1 1],100
[1 1 1 1 1 4 1 1 4 4 1 4 1 1 4 0 1 0 4 1 1 1 1 4 1 1 4 1 1 1 1 0],100
[1 1 1 1 1 4 1 1 1 1 1 6 4 1 1 1 1 1 1 1 1 6 1 1 1 4 1 1 0 1 0 6],100
[5 1 1 0 1 1 1 1 1 1 1 5 6 1 4 5 1 6 4 1 1 0 1 1 1 4 9 4 1 1 1 1],100
[1 4 0 5 0 1 5 4 1 1 1 1 1 1 1 1 1 1 1 1 1 6 1 6 1 1 1 1 1 1 1 1],100
