top-1 output,BFA iteration
[1 1 1 1 1 1 1 0 1 6 5 5 6 1 1 4 9 1 9 1 9 1 4 4 1 6 6 1 6 1 1 1],84
[1 1 4 1 1 1 5 1 0 1 1 0 9 6 1 9 1 1 1 4 1 1 1 1 1 0 1 4 1 1 1 1],84
[1 1 0 6 5 1 1 1 1 4 1 4 0 1 1 1 1 1 6 1 6 1 1 5 1 1 1 5 9 9 1 9],84
[9 1 6 5 1 1 4 1 5 1 1 1 1 6 5 1 1 1 1 1 5 1 0 1 9 1 1 4 1 4 1 6],84
[6 1 1 4 1 1 1 1 1 1 5 1 1 5 4 1 1 1 6 1 5 1 9 1 1 0 1 1 1 1 1 0],84
[1 7 1 4 9 4 1 1 5 1 1 0 1 1 1 9 1 1 1 5 9 4 1 0 1 1 1 1 1 1 1 1],84
[1 1 1 1 4 1 1 6 9 1 4 1 1 9 1 1 1 9 1 1 1 1 6 1 1 1 1 0 1 1 0 1],84
[1 1 1 1 1 6 5 6 1 5 4 6 6 1 1 1 1 1 6 1 1 1 1 1 9 9 1 1 1 1 0 1],84
[4 1 1 1 1 0 1 0 1 0 6 4 1 1 1 1 0 1 0 7 6 1 6 1 7 1 6 5 1 1 1 0],84
[0 1 1 1 9 6 1 0 0 5 1 1 1 1 1 4 1 1 1 4 1 1 9 0 9 1 1 6 1 4 4 1],84
[0 9 1 1 0 6 5 1 1 9 1 1 4 1 6 1 5 1 1 0 0 4 5 1 0 0 7 9 1 1 1 4],84
[1 1 1 1 9 9 4 6 9 1 1 1 4 4 1 4 1 9 4 9 9 1 1 1 1 1 9 1 0 1 1 1],84
[4 1 4 5 1 9 6 1 0 1 1 1 5 8 0 4 6 9 9 1 1 5 1 5 1 1 4 9 1 9 1 6],84
[1 5 1 1 6 7 9 1 1 1 1 1 1 1 6 0 4 4 1 1 6 9 9 1 0 1 5 1 5 0 1 1],84
[1 1 1 9 1 7 1 1 1 1 4 6 7 0 1 6 1 0 0 1 5 0 1 1 9 1 1 1 4 1 1 1],84
[1 1 1 1 1 1 0 1 1 1 1 1 1 1 4 6 5 9 1 6 4 0 1 5 1 1 1 4 1 5 6 1],84
[5 1 1 1 1 4 0 6 1 0 9 1 1 4 1 9 1 4 6 4 1 1 1 6 1 1 1 1 1 6 1 1],84
[1 1 5 1 1 1 1 5 1 1 1 1 9 1 1 7 6 1 0 0 5 1 1 1 4 6 0 9 4 1 1 5],84
[1 1 1 1 1 1 1 1 1 1 1 6 4 5 1 1 5 1 9 6 0 5 1 9 1 1 1 0 9 1 9 1],84
[1 1 1 4 6 1 1 0 1 9 1 1 1 6 4 1 8 5 1 5 1 9 1 1 1 1 4 1 0 1 1 1],84
[0 6 4 1 1 6 0 5 1 1 1 1 1 9 4 1 1 1 0 1 9 1 9 4 1 5 1 1 4 1 1 1],84
[6 5 4 1 4 1 7 5 0 9 1 1 6 5 1 7 1 9 1 1 1 6 1 1 1 9 1 5 0 1 0 9],84
[1 0 5 0 1 1 9 1 5 1 1 1 6 1 6 1 1 6 5 1 1 5 1 1 1 0 1 1 0 1 1 1],84
[1 1 1 1 4 6 4 5 1 1 1 1 4 6 1 1 4 1 1 5 6 1 5 4 1 6 9 1 1 1 4 9],84
[0 1 9 4 6 9 6 9 1 1 6 0 1 1 0 1 1 9 1 1 6 1 1 9 1 6 0 1 1 1 4 1],84
[1 6 1 1 1 4 1 9 1 5 1 1 0 5 6 9 4 9 1 1 1 1 9 1 6 6 1 9 1 5 1 1],84
[1 9 6 1 5 0 1 0 1 9 1 1 9 0 1 1 6 6 1 1 1 1 1 0 0 1 1 0 6 0 1 0],84
[5 1 1 1 6 1 1 1 1 1 6 0 1 1 1 6 0 0 1 0 1 1 6 1 6 1 1 1 1 9 9 0],84
[6 1 6 1 1 1 1 1 7 6 1 0 1 4 1 1 1 1 1 1 1 1 0 1 1 4 1 0 1 1 1 1],84
[1 1 1 0 4 4 1 6 1 4 1 5 1 9 5 6 1 0 1 4 5 1 4 1 1 9 1 0 1 0 1 1],84
[1 1 1 1 1 1 9 9 1 6 1 1 1 1 4 9 6 4 1 9 1 0 1 1 1 5 4 0 0 1 0 1],84
[1 1 1 1 4 5 1 1 1 1 1 1 5 1 0 1 1 9 4 1 9 1 1 1 7 1 1 1 1 1 1 1],84
[1 1 4 1 4 1 1 1 1 1 1 1 1 5 0 6 1 0 1 1 4 5 6 1 0 6 9 8 4 9 6 1],84
